time,ax,ay,az
1.308000,0.011745,0.002910,1.208082
1.310000,0.006388,-0.001676,1.242785
1.312000,-0.017381,-0.017352,1.225411
1.314000,0.003548,0.001410,1.224754
1.316000,0.024250,-0.012420,1.276711
1.318000,-0.006476,-0.018899,1.285690
1.320000,-0.033839,-0.032455,1.272637
1.322000,-0.000351,-0.007172,1.293873
1.324000,-0.018048,0.011339,1.299762
1.326000,-0.006847,-0.013893,1.316048
1.328000,-0.001632,0.050414,1.324095
1.330000,-0.034113,0.017714,1.267884
1.332000,-0.032313,0.026087,1.323190
1.334000,0.009641,0.015905,1.346358
1.336000,-0.010454,0.037057,1.335791
1.338000,-0.051295,-0.015740,1.352724
1.340000,0.015697,-0.051215,1.375014
1.342000,0.005447,-0.008923,1.369619
1.344000,-0.014277,0.011164,1.406158
1.346000,-0.026337,0.003030,1.406540
1.348000,0.016716,0.005509,1.389629
1.350000,0.006987,0.026418,1.396039
1.352000,0.047652,0.007641,1.350994
1.354000,0.008404,0.015978,1.409470
1.356000,0.007754,-0.018791,1.396935
1.358000,-0.003339,-0.021908,1.436425
1.360000,0.016336,0.032282,1.443057
1.362000,0.012502,0.002018,1.461917
1.364000,0.025035,-0.012465,1.483933
1.366000,-0.010426,-0.012428,1.463475
1.368000,-0.008708,-0.012982,1.517608
1.370000,-0.009582,-0.014179,1.484649
1.372000,0.015816,-0.025663,1.461796
1.374000,0.029967,-0.030008,1.484759
1.376000,-0.009177,-0.003900,1.492545
1.378000,-0.008495,-0.011859,1.511843
1.380000,0.006282,0.022143,1.481055
1.382000,-0.004915,0.005862,1.494040
1.384000,0.019041,0.005306,1.496779
1.386000,-0.045036,-0.014862,1.491038
1.388000,-0.016534,-0.002421,1.516228
1.390000,-0.015648,0.007220,1.512826
1.392000,-0.046407,0.014324,1.523331
1.394000,-0.019273,-0.001878,1.493379
1.396000,-0.018303,0.021582,1.524051
1.398000,-0.004022,0.000160,1.472720
1.400000,0.022259,0.015857,1.472232
1.402000,-0.004901,-0.009797,1.475724
1.404000,-0.020616,-0.036252,1.500184
1.406000,-0.001139,0.005367,1.524048
1.408000,0.020983,0.014506,1.487957
1.410000,-0.019519,0.011507,1.490466
1.412000,-0.018211,0.008444,1.495680
1.414000,0.011171,-0.006972,1.511457
1.416000,-0.004431,-0.016135,1.490447
1.418000,0.012950,0.011035,1.489332
1.420000,-0.000273,0.008529,1.473092
1.422000,0.014033,-0.011218,1.488566
1.424000,-0.020702,0.022188,1.523549
1.426000,-0.000242,-0.017657,1.501819
1.428000,-0.004214,-0.011670,1.485203
1.430000,-0.024318,0.032729,1.524723
1.432000,-0.031270,0.017372,1.488296
1.434000,0.013715,-0.007160,1.528399
1.436000,-0.007019,0.005748,1.528072
1.438000,-0.020446,0.003096,1.501120
1.440000,-0.001924,-0.054912,1.470029
1.442000,0.022560,-0.018129,1.545790
1.444000,-0.045615,-0.001017,1.507746
1.446000,-0.029933,-0.007132,1.493522
1.448000,-0.018458,0.004942,1.519123
1.450000,0.029224,0.022590,1.514046
1.452000,0.005652,-0.006431,1.526219
1.454000,0.015346,-0.021153,1.486753
1.456000,-0.022803,0.006497,1.506369
1.458000,-0.022391,-0.006532,1.476283
1.460000,0.008956,-0.003121,1.513327
1.462000,0.001165,-0.005835,1.499541
1.464000,0.010975,0.044837,1.505620
1.466000,-0.003753,-0.044814,1.497073
1.468000,0.005563,-0.007767,1.494980
1.470000,0.003162,-0.000074,1.482635
1.472000,0.015555,-0.015623,1.515809
1.474000,0.016140,0.017997,1.529794
1.476000,-0.032397,0.016265,1.488867
1.478000,-0.044945,-0.000955,1.511071
1.480000,0.020035,-0.005413,1.508644
1.482000,0.023755,-0.002239,1.500162
1.484000,-0.020412,-0.002096,1.469468
1.486000,-0.037197,-0.001567,1.473968
1.488000,0.001981,-0.003760,1.484380
1.490000,0.018617,0.005049,1.457220
1.492000,0.035952,0.015064,1.528161
1.494000,0.010326,-0.024605,1.507354
1.496000,-0.007434,-0.021013,1.499401
1.498000,-0.017863,-0.034970,1.456195
1.500000,0.000229,0.017328,1.463523
1.502000,-0.005985,0.005006,1.499953
1.504000,-0.020301,0.010105,1.539410
1.506000,0.040975,-0.028590,1.486027
1.508000,0.035703,0.035699,1.517276
1.510000,0.022721,-0.012177,1.490402
1.512000,-0.018417,0.003364,1.501105
1.514000,0.017100,0.017088,1.524294
1.516000,0.012793,-0.019740,1.493081
1.518000,0.008851,-0.010926,1.486198
1.520000,0.024993,0.003583,1.528361
1.522000,0.012707,0.057149,1.500911
1.524000,0.014800,0.006022,1.521824
1.526000,0.012738,0.032127,1.486295
1.528000,0.006816,0.024113,1.528133
1.530000,-0.035672,0.007360,1.505473
1.532000,0.001672,-0.019784,1.508696
1.534000,-0.011124,0.021195,1.502633
1.536000,-0.025597,-0.029962,1.489891
1.538000,0.033636,0.032018,1.499966
1.540000,0.034580,0.004000,1.491148
1.542000,0.027184,-0.053004,1.519191
1.544000,0.005104,-0.006810,1.495939
1.546000,0.027013,0.013079,1.470070
1.548000,0.000241,-0.004740,1.466412
1.550000,0.004056,0.014300,1.465466
1.552000,-0.021869,-0.017000,1.512359
1.554000,0.007940,-0.026120,1.476970
1.556000,0.001208,-0.001429,1.506002
1.558000,-0.026053,0.000631,1.502731
1.560000,-0.001024,-0.006968,1.498706
1.562000,-0.001595,0.024546,1.508768
1.564000,0.035951,-0.017004,1.503166
1.566000,0.017884,0.006263,1.445805
1.568000,0.000229,0.001359,1.493527
1.570000,0.004976,-0.031134,1.508502
1.572000,0.000884,-0.026381,1.532806
1.574000,-0.004058,0.000238,1.533729
1.576000,-0.021649,0.039624,1.472737
1.578000,-0.003021,0.011585,1.493005
1.580000,-0.014922,-0.034513,1.468678
1.582000,-0.025006,-0.062210,1.530398
1.584000,0.010224,0.014661,1.520257
1.586000,0.007825,-0.001924,1.507012
1.588000,-0.035734,0.022825,1.503322
1.590000,-0.002454,-0.017614,1.527613
1.592000,0.019914,0.007004,1.524227
1.594000,0.021184,0.016923,1.523161
1.596000,0.020517,-0.008949,1.509134
1.598000,0.000778,-0.008522,1.493015
1.600000,-0.016901,0.000505,1.515342
1.602000,-0.021674,0.010854,1.516321
1.604000,0.006892,-0.000287,1.496187
1.606000,0.007586,0.019480,1.492975
1.608000,0.025747,-0.009239,1.522666
1.610000,0.022000,-0.026568,1.533282
1.612000,-0.002645,0.039540,1.485012
1.614000,-0.024884,-0.012093,1.494732
1.616000,-0.006382,-0.011369,1.507019
1.618000,0.004345,-0.001316,1.509732
1.620000,-0.004042,0.001344,1.489553
1.622000,-0.011558,-0.007734,1.537670
1.624000,0.005058,-0.000349,1.508442
1.626000,-0.010079,-0.000795,1.510628
1.628000,-0.012561,0.003496,1.535178
1.630000,0.006229,-0.047150,1.491019
1.632000,-0.008040,0.037618,1.498231
1.634000,0.004882,-0.002946,1.474934
1.636000,0.005464,0.011612,1.496553
1.638000,-0.022789,-0.027562,1.470221
1.640000,-0.009625,-0.009420,1.514957
1.642000,0.028756,-0.013446,1.508400
1.644000,-0.023242,0.029394,1.494459
1.646000,-0.042333,-0.011716,1.497992
1.648000,-0.037237,0.015162,1.515229
1.650000,0.000582,-0.013008,1.477284
1.652000,0.000618,-0.009052,1.504083
1.654000,-0.002352,-0.004911,1.513990
1.656000,0.024284,0.025677,1.464355
1.658000,-0.053457,-0.037797,1.513699
1.660000,0.007919,-0.026313,1.466519
1.662000,0.031229,-0.038946,1.497648
1.664000,-0.022556,-0.021750,1.476732
1.666000,-0.007596,-0.016232,1.528625
1.668000,-0.015058,-0.032290,1.476858
1.670000,-0.017887,-0.014683,1.466996
1.672000,-0.006525,-0.040294,1.502667
1.674000,0.028550,-0.020360,1.491726
1.676000,0.036748,0.024008,1.469908
1.678000,-0.006719,0.008072,1.510516
1.680000,0.038101,0.003749,1.460170
1.682000,0.000712,-0.020056,1.479275
1.684000,0.035074,-0.030722,1.488496
1.686000,-0.001866,-0.022783,1.516044
1.688000,0.002621,-0.000864,1.525909
1.690000,0.007309,0.017364,1.522056
1.692000,0.063577,0.018047,1.496935
1.694000,0.017026,0.012612,1.451454
1.696000,-0.014145,-0.014751,1.507817
1.698000,0.019380,0.000491,1.529411
1.700000,-0.007237,-0.006427,1.524676
1.702000,-0.009795,-0.004024,1.509259
1.704000,0.018172,0.040743,1.476210
1.706000,0.000622,-0.035240,1.489494
1.708000,0.005572,-0.004694,1.538676
1.710000,0.000280,0.024235,1.471665
1.712000,0.006732,-0.029318,1.477043
1.714000,0.008499,-0.012875,1.518851
1.716000,-0.038739,-0.010581,1.491377
1.718000,0.013331,-0.004466,1.476365
1.720000,-0.019640,-0.031919,1.530559
1.722000,-0.028846,0.011906,1.509221
1.724000,-0.001168,0.013326,1.492364
1.726000,0.001680,0.010168,1.477085
1.728000,-0.013870,-0.017407,1.540948
1.730000,0.016621,0.001730,1.499511
1.732000,-0.026844,-0.017989,1.527947
1.734000,-0.008139,-0.006652,1.517873
1.736000,-0.011697,0.043069,1.489582
1.738000,-0.000932,0.001914,1.489741
1.740000,0.005577,-0.023751,1.528926
1.742000,-0.020158,0.003607,1.529250
1.744000,0.014486,-0.027036,1.462462
1.746000,0.001260,-0.023980,1.510996
1.748000,-0.037839,-0.020822,1.497576
1.750000,-0.039172,-0.008886,1.479334
1.752000,-0.000246,0.018739,1.505235
1.754000,-0.004419,0.011568,1.473008
1.756000,-0.002068,0.010460,1.490671
1.758000,-0.000560,-0.021978,1.484031
1.760000,0.004511,-0.010826,1.490004
1.762000,0.018953,0.005440,1.498570
1.764000,-0.022222,-0.012566,1.479689
1.766000,-0.023439,-0.005567,1.531464
1.768000,-0.021866,0.008827,1.509866
1.770000,0.005778,-0.006975,1.535891
1.772000,0.024899,0.004521,1.496798
1.774000,-0.008627,0.031855,1.489024
1.776000,-0.050034,-0.003437,1.535168
1.778000,-0.034080,0.023587,1.488439
1.780000,-0.016661,0.011187,1.496434
1.782000,-0.011155,-0.029345,1.514401
1.784000,-0.008168,-0.022043,1.475245
1.786000,0.000772,-0.016672,1.514226
1.788000,-0.006235,-0.017097,1.511667
1.790000,0.020987,-0.001806,1.525387
1.792000,-0.013520,0.012293,1.517801
1.794000,-0.017246,0.025103,1.526000
1.796000,0.009578,0.006164,1.497792
1.798000,-0.030713,-0.008914,1.482747
1.800000,0.007794,-0.041645,1.542200
1.802000,0.002051,0.001412,1.469466
1.804000,-0.002949,0.000515,1.471470
1.806000,0.031766,0.003659,1.511303
1.808000,-0.012444,0.042125,1.532500
1.810000,0.041206,0.024812,1.503791
1.812000,-0.004509,0.015701,1.519986
1.814000,-0.025540,-0.019242,1.460084
1.816000,0.001398,-0.010260,1.490009
1.818000,-0.021525,-0.001897,1.462521
1.820000,-0.015035,-0.015508,1.515608
1.822000,0.007941,0.010009,1.469055
1.824000,0.011112,0.007138,1.474444
1.826000,-0.012443,-0.021766,1.510281
1.828000,0.019748,0.023936,1.521236
1.830000,0.023150,0.002046,1.496821
1.832000,0.028726,-0.034581,1.511403
1.834000,0.010588,-0.001027,1.510756
1.836000,0.027269,0.005624,1.495691
1.838000,-0.037616,0.019456,1.478106
1.840000,-0.006358,-0.006750,1.511298
1.842000,-0.017340,0.016559,1.512262
1.844000,0.002385,0.003743,1.517880
1.846000,-0.011429,-0.026301,1.506241
1.848000,-0.003323,-0.028303,1.476630
1.850000,0.037643,0.022451,1.513807
1.852000,-0.003394,0.023920,1.499972
1.854000,0.008276,0.006458,1.490345
1.856000,-0.004645,0.029914,1.494107
1.858000,0.001514,0.021132,1.486195
1.860000,0.000120,0.013673,1.517777
1.862000,0.008966,-0.018226,1.471638
1.864000,0.023306,0.034629,1.480130
1.866000,0.032948,0.010726,1.493425
1.868000,0.006192,-0.007717,1.532275
1.870000,0.011791,-0.013365,1.521086
1.872000,-0.023017,0.005136,1.467183
1.874000,-0.001758,-0.033421,1.527027
1.876000,0.018806,0.013993,1.526988
1.878000,0.017319,-0.019071,1.476520
1.880000,0.004232,0.007412,1.449571
1.882000,0.017728,-0.010432,1.498556
1.884000,0.009815,-0.005288,1.522448
1.886000,0.024006,-0.015138,1.531825
1.888000,0.005787,-0.003225,1.482583
1.890000,-0.007114,0.037788,1.535040
1.892000,0.006717,0.027701,1.455441
1.894000,-0.058612,0.007090,1.492639
1.896000,0.007658,-0.000506,1.491656
1.898000,-0.072968,0.016884,1.523047
1.900000,-0.034469,0.022599,1.525966
1.902000,0.009035,-0.016596,1.519084
1.904000,0.009551,-0.001549,1.472989
1.906000,-0.023249,-0.036439,1.517252
1.908000,-0.014242,0.022462,1.510181
1.910000,0.027411,0.041300,1.466575
1.912000,-0.009681,0.001602,1.458660
1.914000,0.044858,-0.042500,1.520760
1.916000,-0.000038,0.012178,1.496398
1.918000,0.008161,-0.018082,1.474296
1.920000,0.032337,-0.013267,1.495837
1.922000,0.002621,0.012532,1.507281
1.924000,-0.020047,0.005091,1.498343
1.926000,-0.002195,-0.009762,1.468960
1.928000,-0.000712,-0.012992,1.537711
1.930000,-0.027295,0.002517,1.520084
1.932000,-0.005117,-0.008189,1.493292
1.934000,-0.014844,-0.022185,1.494098
1.936000,0.018487,-0.006651,1.507190
1.938000,0.000692,0.006792,1.477408
1.940000,-0.005656,-0.003562,1.506454
1.942000,-0.002124,-0.028270,1.473385
1.944000,0.004462,0.019781,1.498589
1.946000,0.012336,-0.054776,1.476629
1.948000,-0.019994,-0.008927,1.477638
1.950000,-0.020832,-0.012404,1.532914
1.952000,0.022094,0.002964,1.501185
1.954000,-0.008247,0.011233,1.504148
1.956000,-0.028337,0.022535,1.459772
1.958000,0.008876,-0.014248,1.488060
1.960000,0.009267,0.011732,1.509224
1.962000,-0.030614,0.003916,1.503883
1.964000,0.004590,-0.034231,1.456919
1.966000,0.014712,0.038011,1.504143
1.968000,0.007488,-0.028776,1.507331
1.970000,0.012640,0.008390,1.525675
1.972000,-0.028085,0.007799,1.486895
1.974000,0.006621,0.005513,1.455159
1.976000,-0.006052,-0.009892,1.480065
1.978000,-0.009656,0.016545,1.478059
1.980000,0.017411,-0.031207,1.514734
1.982000,0.029585,-0.001317,1.445665
1.984000,0.035887,-0.011277,1.491033
1.986000,0.026296,-0.013546,1.528516
1.988000,-0.002195,0.008575,1.500144
1.990000,0.007054,0.021550,1.517926
1.992000,0.015336,-0.006865,1.467164
1.994000,0.002424,0.015614,1.467960
1.996000,0.002615,0.000995,1.528745
1.998000,0.016475,-0.017855,1.502024
2.000000,-0.001186,-0.005159,1.502065
2.002000,-0.014586,-0.005990,1.477637
2.004000,-0.008289,-0.013933,1.502016
2.006000,0.012678,0.008570,1.477081
2.008000,0.000060,0.004693,1.523737
2.010000,0.006804,-0.031813,1.554557
2.012000,0.013402,-0.033031,1.509679
2.014000,-0.007497,0.008494,1.487301
2.016000,0.015125,-0.016306,1.449327
2.018000,0.007577,0.006041,1.466311
2.020000,-0.024696,0.015619,1.531097
2.022000,0.028846,-0.025419,1.479416
2.024000,-0.010015,-0.028231,1.492583
2.026000,-0.033102,0.033489,1.513107
2.028000,-0.020901,0.007031,1.529646
2.030000,-0.020421,-0.008385,1.496008
2.032000,0.001043,-0.018679,1.491907
2.034000,-0.005477,-0.010209,1.501432
2.036000,-0.006737,-0.023811,1.487447
2.038000,0.012394,0.017668,1.488524
2.040000,0.006798,-0.015535,1.508238
2.042000,0.006321,0.021871,1.503706
2.044000,0.008197,-0.008013,1.542632
2.046000,0.012323,-0.020867,1.508777
2.048000,-0.042159,-0.008526,1.523023
2.050000,-0.007289,-0.052483,1.478574
2.052000,-0.043604,-0.002415,1.510503
2.054000,0.000721,-0.003402,1.485540
2.056000,-0.000093,0.016495,1.507909
2.058000,0.020911,-0.037726,1.513770
2.060000,0.023753,0.023237,1.500997
2.062000,0.004056,0.016412,1.548147
2.064000,-0.010007,0.025041,1.528560
2.066000,0.009703,-0.001054,1.523545
2.068000,-0.010558,0.020278,1.515286
2.070000,-0.000028,-0.029425,1.535267
2.072000,0.019723,0.014261,1.471261
2.074000,-0.011155,-0.015423,1.527406
2.076000,0.016114,-0.033028,1.480175
2.078000,0.013548,-0.022483,1.488713
2.080000,-0.019096,0.000111,1.511228
2.082000,0.019478,-0.016486,1.524664
2.084000,0.013971,0.007521,1.476928
2.086000,0.002039,-0.036165,1.489749
2.088000,-0.015246,-0.042542,1.501951
2.090000,-0.017184,0.027448,1.496273
2.092000,-0.010753,0.018076,1.517081
2.094000,0.010852,-0.020986,1.568719
2.096000,-0.019113,-0.000060,1.508386
2.098000,0.008750,0.020390,1.485296
2.100000,-0.024835,0.008384,1.474070
2.102000,-0.004081,0.002964,1.493495
2.104000,0.002193,0.021903,1.481195
2.106000,0.048903,-0.014614,1.509351
2.108000,-0.027546,0.000624,1.509040
2.110000,0.029440,-0.000357,1.490737
2.112000,0.002997,-0.005455,1.539699
2.114000,0.008223,-0.007796,1.485291
2.116000,0.002367,0.001457,1.497611
2.118000,0.008895,0.000688,1.512783
2.120000,-0.003074,-0.020969,1.517841
2.122000,0.029081,0.016036,1.525552
2.124000,-0.009129,-0.019528,1.508570
2.126000,0.022645,-0.004365,1.521018
2.128000,-0.012887,-0.005906,1.486698
2.130000,-0.001205,0.007162,1.518362
2.132000,-0.021439,-0.042382,1.518095
2.134000,0.009100,0.017818,1.530258
2.136000,0.028903,-0.013540,1.466631
2.138000,-0.001547,0.024399,1.481856
2.140000,-0.003938,-0.009563,1.516463
2.142000,-0.022292,-0.000977,1.446973
2.144000,-0.004586,0.038276,1.509840
2.146000,-0.031856,-0.005547,1.521196
2.148000,-0.018258,0.024777,1.488472
2.150000,0.004536,0.000781,1.491396
2.152000,0.026380,0.008308,1.478517
2.154000,0.056184,0.001399,1.489569
2.156000,-0.011732,0.016957,1.490149
2.158000,0.028706,-0.013711,1.486343
2.160000,0.004875,-0.019681,1.485246
2.162000,-0.003025,-0.012772,1.494580
2.164000,0.008652,0.001994,1.494338
2.166000,0.001238,-0.004416,1.537483
2.168000,0.002208,0.014205,1.492116
2.170000,-0.008167,0.026095,1.506883
2.172000,-0.027962,-0.019517,1.488462
2.174000,-0.030873,-0.014679,1.488208
2.176000,0.013065,-0.028725,1.465913
2.178000,-0.005534,0.040607,1.468573
2.180000,-0.011922,0.006093,1.475860
2.182000,0.000170,0.009596,1.503674
2.184000,0.015899,-0.026804,1.521523
2.186000,0.003607,-0.000023,1.464267
2.188000,-0.013121,0.010185,1.489018
2.190000,0.024526,-0.005055,1.472662
2.192000,0.031584,0.021514,1.494714
2.194000,0.009891,0.046237,1.521515
2.196000,0.019473,-0.018941,1.491062
2.198000,0.024839,-0.020442,1.499050
2.200000,0.022602,-0.017555,1.529105
2.202000,0.012282,0.032124,1.509158
2.204000,0.011967,0.020847,1.484798
2.206000,0.010393,-0.002711,1.503178
2.208000,-0.021947,0.000731,1.483449
2.210000,0.014014,-0.016331,1.508410
2.212000,-0.027116,0.017801,1.510307
2.214000,-0.015892,-0.007598,1.472657
2.216000,0.026071,-0.005202,1.503503
2.218000,0.016804,0.012176,1.497649
2.220000,0.029748,-0.003760,1.510894
2.222000,-0.005433,-0.004699,1.516627
2.224000,-0.023045,0.000212,1.509549
2.226000,-0.004809,0.015907,1.493936
2.228000,0.002041,0.032930,1.518667
2.230000,0.001580,0.011710,1.482539
2.232000,0.022674,0.016066,1.473590
2.234000,-0.007225,-0.003997,1.436094
2.236000,0.007041,-0.014156,1.498597
2.238000,-0.019773,0.013080,1.483569
2.240000,0.009006,0.003425,1.507955
2.242000,0.000062,-0.028453,1.460575
2.244000,-0.014996,-0.006561,1.487056
2.246000,-0.004717,-0.001658,1.509405
2.248000,-0.003684,-0.010209,1.479403
2.250000,-0.005403,0.029635,1.508185
2.252000,0.035427,0.009597,1.488860
2.254000,-0.001969,0.027463,1.499344
2.256000,-0.004878,0.005269,1.511903
2.258000,-0.041949,0.001628,1.519056
2.260000,-0.017884,-0.018732,1.501850
2.262000,-0.005261,0.000239,1.483720
2.264000,-0.013717,0.000261,1.490839
2.266000,0.027634,-0.027342,1.512739
2.268000,-0.003299,-0.010791,1.479575
2.270000,0.025769,-0.006466,1.496439
2.272000,0.001234,0.008270,1.492282
2.274000,0.000745,0.009227,1.497933
2.276000,-0.001776,-0.011626,1.479814
2.278000,0.000076,0.009377,1.462961
2.280000,0.034376,-0.003642,1.510415
2.282000,-0.046392,-0.057392,1.519283
2.284000,-0.040031,-0.009694,1.464157
2.286000,-0.010863,0.021580,1.507379
2.288000,0.000291,-0.033636,1.521664
2.290000,0.013802,0.002254,1.511918
2.292000,0.009462,0.031705,1.491667
2.294000,-0.007685,-0.015212,1.481130
2.296000,0.020381,0.000043,1.501620
2.298000,0.020604,-0.026080,1.504956
2.300000,0.003681,0.032545,1.501916
2.302000,0.019253,-0.001667,1.496397
2.304000,0.005453,0.000933,1.478347
2.306000,-0.011230,0.027086,1.508454
2.308000,0.013956,0.013230,1.509417
2.310000,0.002212,-0.017513,1.504016
2.312000,0.000027,-0.012946,1.502220
2.314000,0.029459,0.009899,1.533585
2.316000,-0.049017,-0.012482,1.487512
2.318000,-0.028354,-0.042345,1.525629
2.320000,-0.023741,-0.001065,1.485320
2.322000,-0.007265,-0.029604,1.522179
2.324000,-0.005092,0.032326,1.524667
2.326000,-0.030147,0.003536,1.494139
2.328000,-0.019703,-0.018104,1.533219
2.330000,-0.017217,-0.013973,1.509381
2.332000,0.049148,-0.037788,1.482455
2.334000,0.036035,-0.021989,1.492517
2.336000,-0.008235,0.020326,1.522655
2.338000,-0.007272,0.044636,1.518461
2.340000,-0.022984,0.014528,1.478839
2.342000,-0.038163,-0.001841,1.497215
2.344000,-0.002338,-0.008639,1.504070
2.346000,-0.019957,-0.019130,1.489848
2.348000,-0.001697,0.041195,1.547156
2.350000,-0.032004,-0.003775,1.504673
2.352000,-0.015239,0.042313,1.498764
2.354000,0.002973,0.027870,1.523817
2.356000,0.007324,-0.034816,1.492696
2.358000,0.008349,-0.013319,1.520149
2.360000,-0.026410,-0.013381,1.466645
2.362000,0.017094,-0.001597,1.490927
2.364000,-0.016004,-0.001206,1.520981
2.366000,0.012657,0.059925,1.531404
2.368000,-0.000213,-0.021545,1.484534
2.370000,-0.027528,0.004579,1.482204
2.372000,-0.006324,0.012330,1.511349
2.374000,0.007307,-0.000031,1.487539
2.376000,0.012259,0.002204,1.494628
2.378000,-0.002820,-0.020896,1.517528
2.380000,0.030636,0.002130,1.489118
2.382000,0.020150,0.010228,1.460691
2.384000,-0.005133,0.006552,1.473978
2.386000,0.015002,0.011404,1.500199
2.388000,0.038676,0.028252,1.462732
2.390000,0.039210,0.018739,1.494057
2.392000,-0.024560,0.001426,1.472158
2.394000,-0.018531,-0.023435,1.532799
2.396000,0.029698,-0.012000,1.543303
2.398000,-0.021166,-0.004393,1.478836
2.400000,-0.026451,0.005047,1.505135
2.402000,-0.009724,-0.009567,1.480792
2.404000,0.008405,-0.018715,1.493814
2.406000,-0.002048,-0.023764,1.536069
2.408000,-0.013011,-0.033024,1.490666
2.410000,-0.013484,-0.004699,1.494279
2.412000,-0.014247,-0.029393,1.481149
2.414000,-0.017590,-0.020011,1.522924
2.416000,0.045633,-0.007878,1.434735
2.418000,0.005950,-0.026718,1.491144
2.420000,0.017735,0.007595,1.499082
2.422000,-0.009782,0.014804,1.486778
2.424000,-0.003719,-0.010989,1.517271
2.426000,-0.014271,-0.008741,1.524041
2.428000,-0.053034,0.010749,1.471759
2.430000,-0.027560,-0.014280,1.541870
2.432000,-0.036212,-0.015655,1.471535
2.434000,-0.044996,0.023930,1.525773
2.436000,-0.023907,0.017684,1.502997
2.438000,0.026499,0.012031,1.489926
2.440000,-0.000889,0.018513,1.491813
2.442000,0.025811,-0.039546,1.499330
2.444000,0.008220,0.027077,1.504168
2.446000,0.015651,0.007841,1.481597
2.448000,-0.018018,0.020216,1.495321
2.450000,0.010479,0.007743,1.484587
2.452000,0.014574,0.000978,1.475699
2.454000,-0.011533,-0.005506,1.483654
2.456000,0.011191,0.007343,1.477001
2.458000,0.011324,-0.006235,1.491597
2.460000,-0.010991,0.017358,1.508649
2.462000,-0.022455,-0.031729,1.502414
2.464000,-0.023683,-0.010832,1.539487
2.466000,0.001730,0.040896,1.455791
2.468000,0.006540,-0.012522,1.509387
2.470000,-0.015851,-0.004774,1.500128
2.472000,0.000532,-0.017652,1.516313
2.474000,0.011411,0.006717,1.514329
2.476000,0.012364,-0.014725,1.496700
2.478000,0.031038,-0.003712,1.503453
2.480000,0.025540,0.016977,1.485119
2.482000,-0.020026,-0.013975,1.512274
2.484000,0.033672,0.015772,1.462422
2.486000,-0.010620,0.016445,1.515537
2.488000,0.020897,0.021099,1.499537
2.490000,0.001360,0.002811,1.490259
2.492000,-0.008243,0.064825,1.495349
2.494000,-0.036154,0.021091,1.496816
2.496000,-0.003431,0.006498,1.525946
2.498000,-0.031188,-0.017518,1.564670
2.500000,0.019346,-0.001941,1.524397
2.502000,0.030336,0.028527,1.488693
2.504000,-0.015938,0.034191,1.512596
2.506000,0.006039,0.029567,1.513467
2.508000,-0.014508,0.015704,1.481497
2.510000,-0.012570,-0.025113,1.474784
2.512000,0.015490,0.009743,1.498734
2.514000,-0.000771,-0.024828,1.516154
2.516000,0.034793,-0.029749,1.467764
2.518000,-0.009645,0.004783,1.485582
2.520000,0.019987,0.010464,1.511453
2.522000,0.001948,0.018068,1.500834
2.524000,0.015916,0.009943,1.528325
2.526000,-0.008943,0.010632,1.471773
2.528000,-0.000991,-0.019693,1.547043
2.530000,-0.002310,-0.002100,1.469240
2.532000,-0.016721,-0.030142,1.459417
2.534000,0.013242,-0.040067,1.498822
2.536000,0.013005,0.014813,1.477311
2.538000,0.011871,-0.015062,1.499225
2.540000,0.030739,0.017450,1.498525
2.542000,0.028987,0.022167,1.496085
2.544000,-0.007499,-0.012386,1.483152
2.546000,0.007461,0.011806,1.508653
2.548000,-0.012472,-0.013223,1.493653
2.550000,0.000467,-0.036918,1.522073
2.552000,-0.011995,0.002466,1.496393
2.554000,0.032401,-0.009417,1.480707
2.556000,0.007274,-0.008802,1.466246
2.558000,-0.004361,0.039507,1.496558
2.560000,0.023872,-0.030517,1.474616
2.562000,-0.043412,0.007657,1.473001
2.564000,-0.040282,-0.019896,1.510549
2.566000,0.015917,0.018165,1.464447
2.568000,0.001209,0.005969,1.528244
2.570000,0.005009,0.007587,1.503194
2.572000,-0.026528,-0.018898,1.499123
2.574000,-0.000465,-0.015312,1.479305
2.576000,0.040070,0.018545,1.515287
2.578000,0.016484,0.035416,1.499942
2.580000,0.003394,0.009606,1.486278
2.582000,-0.008781,-0.017948,1.503996
2.584000,-0.007891,0.006779,1.466344
2.586000,-0.042584,0.048549,1.467293
2.588000,0.005153,0.002048,1.477596
2.590000,0.016910,0.029237,1.506991
2.592000,-0.031512,-0.014807,1.499935
2.594000,-0.013228,-0.000842,1.520980
2.596000,-0.023149,0.012391,1.481600
2.598000,-0.019307,0.007947,1.511493
2.600000,0.001070,-0.015328,1.497723
2.602000,-0.041688,-0.016190,1.481139
2.604000,0.012285,0.019766,1.507706
2.606000,0.015077,0.023831,1.498680
2.608000,-0.005022,0.030243,1.487418
2.610000,-0.049614,0.036079,1.500840
2.612000,-0.019928,0.002692,1.497409
2.614000,0.024658,-0.006224,1.496926
2.616000,-0.055560,0.027020,1.491748
2.618000,-0.006950,0.014261,1.473901
2.620000,-0.023600,-0.019649,1.501495
2.622000,0.016091,-0.020673,1.483946
2.624000,-0.013502,0.009839,1.479593
2.626000,0.008079,-0.003545,1.495186
2.628000,0.011309,-0.000529,1.514681
2.630000,0.036725,0.021451,1.503712
2.632000,-0.004059,0.015181,1.489377
2.634000,0.007521,0.026597,1.488573
2.636000,-0.029701,-0.038631,1.512716
2.638000,0.023808,0.005068,1.452065
